date,total_incidents
2013-07-04,134
2013-07-05,132
2013-07-06,137
2013-07-07,140
2013-07-08,137
2013-07-09,130
2013-07-10,166
2013-07-11,148
2013-07-12,128
2013-07-13,145
2013-07-14,113
2013-07-15,154
2013-07-16,135
2013-07-17,133
2013-07-18,147
2013-07-19,162
2013-07-20,176
2013-07-21,166
2013-07-22,167
2013-07-23,181
2013-07-24,166
2013-07-25,150
2013-07-26,150
2013-07-27,127
2013-07-28,134
2013-07-29,145
2013-07-30,162
2013-07-31,133
2013-08-01,170
2013-08-02,157
2013-08-03,143
2013-08-04,159
2013-08-05,150
2013-08-06,143
2013-08-07,147
2013-08-08,153
2013-08-09,120
2013-08-10,143
2013-08-11,136
2013-08-12,145
2013-08-13,149
2013-08-14,185
2013-08-15,136
2013-08-16,160
2013-08-17,162
2013-08-18,145
2013-08-19,152
2013-08-20,154
2013-08-21,167
2013-08-22,132
2013-08-23,169
2013-08-24,152
2013-08-25,126
2013-08-26,144
2013-08-27,135
2013-08-28,161
2013-08-29,135
2013-08-30,141
2013-08-31,150
2013-09-01,144
2013-09-02,160
2013-09-03,122
2013-09-04,149
2013-09-05,148
2013-09-06,167
2013-09-07,136
2013-09-08,139
2013-09-09,141
2013-09-10,124
2013-09-11,126
2013-09-12,140
2013-09-13,147
2013-09-14,136
2013-09-15,146
2013-09-16,135
2013-09-17,155
2013-09-18,117
2013-09-19,121
2013-09-20,152
2013-09-21,130
2013-09-22,128
2013-09-23,147
2013-09-24,136
2013-09-25,172
2013-09-26,149
2013-09-27,143
2013-09-28,139
2013-09-29,138
2013-09-30,135
2013-10-01,158
2013-10-02,135
2013-10-03,147
2013-10-04,151
2013-10-05,141
2013-10-06,148
2013-10-07,144
2013-10-08,129
2013-10-09,135
2013-10-10,127
2013-10-11,148
2013-10-12,125
2013-10-13,140
2013-10-14,158
2013-10-15,153
2013-10-16,180
2013-10-17,171
2013-10-18,160
2013-10-19,154
2013-10-20,132
2013-10-21,161
2013-10-22,171
2013-10-23,152
2013-10-24,144
2013-10-25,176
2013-10-26,145
2013-10-27,113
2013-10-28,154
2013-10-29,161
2013-10-30,125
2013-10-31,168
2013-11-01,170
2013-11-02,135
2013-11-03,101
2013-11-04,127
2013-11-05,137
2013-11-06,151
2013-11-07,150
2013-11-08,156
2013-11-09,147
2013-11-10,156
2013-11-11,124
2013-11-12,147
2013-11-13,154
2013-11-14,131
2013-11-15,152
2013-11-16,114
2013-11-17,119
2013-11-18,133
2013-11-19,143
2013-11-20,113
2013-11-21,146
2013-11-22,139
2013-11-23,123
2013-11-24,89
2013-11-25,139
2013-11-26,117
2013-11-27,120
2013-11-28,100
2013-11-29,112
2013-11-30,117
2013-12-01,165
2013-12-02,122
2013-12-03,154
2013-12-04,135
2013-12-05,155
2013-12-06,143
2013-12-07,119
2013-12-08,87
2013-12-09,111
2013-12-10,89
2013-12-11,126
2013-12-12,127
2013-12-13,133
2013-12-14,120
2013-12-15,125
2013-12-16,142
2013-12-17,140
2013-12-18,127
2013-12-19,143
2013-12-20,192
2013-12-21,173
2013-12-22,156
2013-12-23,150
2013-12-24,114
2013-12-25,151
2013-12-26,105
2013-12-27,115
2013-12-28,143
2013-12-29,148
2013-12-30,121
2013-12-31,128
